text,aspect,polarity,text_clean,aspect_clean,macro_aspect
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,negative,"the last two times i ordered from here my food was soo spicy that i could barely eat it, and the spice took away from the flavor of the dish.",spice,food
The fried dumplings are GREAT!,fried dumplings,positive,the fried dumplings are great!,fried dumplings,food
This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,positive,this place has the best chinese style bbq ribs in the city.,bbq ribs,food
Ive been here so many times the waiters know my name.,waiters,neutral,ive been here so many times the waiters know my name.,waiters,service
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Argentinian Pizza,neutral,"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",argentinian pizza,food
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",lunch,neutral,"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",lunch,food
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",pizza,positive,"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",pizza,food
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",goat cheese,positive,"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",goat cheese,food
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",blue cheese,positive,"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",blue cheese,food
This is the perfect date spot for Williamsburg couples.,date spot,positive,this is the perfect date spot for williamsburg couples.,date spot,price
The dim sum here is only so-so.,dim sum,neutral,the dim sum here is only so-so.,dim sum,price
"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive,"$6 and there is much tasty food, all of it fresh and continually refilled.",food,food
"Just straight up cheap, good food.",food,positive,"just straight up cheap, good food.",food,food
"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",cost,negative,"even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",cost,price
"Service was slow, but the people were friendly.",Service,negative,"service was slow, but the people were friendly.",service,service
The steak was very fatty and the sauce was overpowering and not very tasty.,steak,negative,the steak was very fatty and the sauce was overpowering and not very tasty.,steak,food
The steak was very fatty and the sauce was overpowering and not very tasty.,sauce,negative,the steak was very fatty and the sauce was overpowering and not very tasty.,sauce,food
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",staff,positive,"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",staff,service
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",food,positive,"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",food,food
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",atmosphere,positive,"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",atmosphere,ambiance
The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,steak dish,negative,the food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,steak dish,food
They have a very diverse menu so its something for everybody.,menu,positive,they have a very diverse menu so its something for everybody.,menu,food
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,staff,negative,the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,staff,service
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,sushi,neutral,the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,sushi,food
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,check,neutral,the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,check,price
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,dinner,neutral,the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,dinner,food
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,bar,neutral,the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,bar,food
"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",food spot,positive,"as a long-time patron of mamoun's, i always figured that i had found the best late night food spot in the city.",food spot,food
The bagel was huge.,bagel,neutral,the bagel was huge.,bagel,food
Get the tuna of gari.,tuna,positive,get the tuna of gari.,tuna,food
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,negative,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,food
Edible but really a ripoff at those prices given whats in the area.,prices,negative,edible but really a ripoff at those prices given whats in the area.,prices,price
The service was the only thing good about this restaurant.,service,positive,the service was the only thing good about this restaurant.,service,service
Service- friendly and attentive.,Service,positive,service- friendly and attentive.,service,service
"Great food, great decor, great service.",food,positive,"great food, great decor, great service.",food,food
"Great food, great decor, great service.",service,positive,"great food, great decor, great service.",service,service
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",tables,neutral,"and, atlhough tables opened up next to us and we asked for a slightly larger space, they left us awkardly seated.",tables,ambiance
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",space,neutral,"and, atlhough tables opened up next to us and we asked for a slightly larger space, they left us awkardly seated.",space,ambiance
"The palak paneer was standard, and I was not a fan of the malai kofta.",palak paneer,neutral,"the palak paneer was standard, and i was not a fan of the malai kofta.",palak paneer,food
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,price,positive,i've dined at alain ducasse's restaurant in monte carlo for half the price for the same excellent dining experience.,price,price
"Yeah, sometimes the service can be slow.",service,negative,"yeah, sometimes the service can be slow.",service,service
There was no ambiance.,ambiance,negative,there was no ambiance.,ambiance,ambiance
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",food,positive,"save your money and don't waste your calories, go to margharita's on washington street instead, they have amazing food and the best service.",food,food
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",service,positive,"save your money and don't waste your calories, go to margharita's on washington street instead, they have amazing food and the best service.",service,service
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,positive,the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,service
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,positive,the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,food
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura,positive,the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura,food
"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",bottle,neutral,"the only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price x4, which makes no sense whatsoever.",bottle,food
"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",waitress,negative,"the only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price x4, which makes no sense whatsoever.",waitress,service
"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",price,negative,"the only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price x4, which makes no sense whatsoever.",price,price
"They sell special sushi, everything have a topping, sauce and etc.",sushi,positive,"they sell special sushi, everything have a topping, sauce and etc.",sushi,food
"They sell special sushi, everything have a topping, sauce and etc.",sauce,positive,"they sell special sushi, everything have a topping, sauce and etc.",sauce,food
"They sell special sushi, everything have a topping, sauce and etc.",topping,positive,"they sell special sushi, everything have a topping, sauce and etc.",topping,food
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,negative,do not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,food
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,positive,"the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,service
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,negative,"the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,ambiance
The service was excellent and the food was delicious.,service,positive,the service was excellent and the food was delicious.,service,service
The service was excellent and the food was delicious.,food,positive,the service was excellent and the food was delicious.,food,food
Service was also very good.,Service,positive,service was also very good.,service,service
"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",meal,positive,"i took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",meal,food
"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",portions,negative,"i would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",portions,overall
"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",qualities,negative,"i would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",qualities,ambiance
I'm happy to have Nosh in the neighborhood and the food is very comforting.,food,positive,i'm happy to have nosh in the neighborhood and the food is very comforting.,food,food
"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",atmosphere,positive,"good atmosphere, combination of all the hottest music dress code is relatively strict except on fridays.",atmosphere,ambiance
"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",music,positive,"good atmosphere, combination of all the hottest music dress code is relatively strict except on fridays.",music,ambiance
love the food.,food,positive,love the food.,food,food
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,dinner,positive,i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,dinner,food
All the desserts the group tried got favorable reviews.,desserts,positive,all the desserts the group tried got favorable reviews.,desserts,food
It's a nice place to relax and have conversation.,place,positive,it's a nice place to relax and have conversation.,place,ambiance
Best Reuben sandwich ever!,Reuben sandwich,positive,best reuben sandwich ever!,reuben sandwich,food
Lucky Strike is a great casual place to just grab a bite to eat.,place,positive,lucky strike is a great casual place to just grab a bite to eat.,place,ambiance
Wonderful strawberry daiquiries as well!,strawberry daiquiries,positive,wonderful strawberry daiquiries as well!,strawberry daiquiries,food
"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",dinner,neutral,"going to volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great italian cook.",dinner,food
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",sushi,negative,"the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",sushi,food
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",wait service,negative,"the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",wait service,service
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",area,negative,"the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",area,overall
Frites were delicious if a bit on the thick side.,Frites,positive,frites were delicious if a bit on the thick side.,frites,food
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink,neutral,i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink,food
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,bar,neutral,i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,bar,food
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,wait time,negative,i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,wait time,price
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,positive,i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork,food
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,rice congee soup,neutral,i keep my fingers crossed the whole subway ride hoping that there will be a table i can sit at by myself and not have to share with the rice congee soup people.,rice congee soup,food
"Overall, the best bagel in town.",bagel,positive,"overall, the best bagel in town.",bagel,food
"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",summer rolls,positive,"light, refreshing summer rolls (not fried) remind me of vietnamese places in paris.",summer rolls,food
The sushi seemed pretty fresh and was adequately proportioned.,sushi,positive,the sushi seemed pretty fresh and was adequately proportioned.,sushi,food
but the service was a bit slow.,service,negative,but the service was a bit slow.,service,service
Spreads and toppings are great - though a bit pricey.,toppings,positive,spreads and toppings are great - though a bit pricey.,toppings,food
"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!",pizza,positive,"when i saw that their website had a link to da ciro in napoli, i knew there was going to be good pizza!",pizza,food
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,price
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,price
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food,negative,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food,food
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service,negative,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service,service
"The service was excellent, the food was excellent, but the entire experience was very cool.",service,positive,"the service was excellent, the food was excellent, but the entire experience was very cool.",service,service
"The service was excellent, the food was excellent, but the entire experience was very cool.",food,positive,"the service was excellent, the food was excellent, but the entire experience was very cool.",food,food
The service is good and the resturant is clean.,service,positive,the service is good and the resturant is clean.,service,service
"Great spot, whether looking for a couple of drinks or quiet dinner.",drinks,positive,"great spot, whether looking for a couple of drinks or quiet dinner.",drinks,food
"Great spot, whether looking for a couple of drinks or quiet dinner.",dinner,positive,"great spot, whether looking for a couple of drinks or quiet dinner.",dinner,food
"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,positive,"great spot, whether looking for a couple of drinks or quiet dinner.",spot,price
Just stick with the small dishes!,dishes,negative,just stick with the small dishes!,dishes,food
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",tables,positive,"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",tables,ambiance
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",service,negative,"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",service,service
I've rarely had a problem with slow staff in the 10 years I've been going.,staff,positive,i've rarely had a problem with slow staff in the 10 years i've been going.,staff,service
Food is excellent.,Food,positive,food is excellent.,food,food
Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,positive,although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,food
Although we were looking for regular lettuce and some walnuts the salads we got were great.,lettuce,neutral,although we were looking for regular lettuce and some walnuts the salads we got were great.,lettuce,food
Although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts,neutral,although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts,food
Excellent lunch buffet for only $6.95.,lunch buffet,positive,excellent lunch buffet for only $6.95.,lunch buffet,food
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",priced,positive,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",priced,price
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",dinner,positive,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",dinner,food
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",lunch,positive,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",lunch,food
"Ambience is so cute and quaint, good for business although we were there on vacation.",Ambience,positive,"ambience is so cute and quaint, good for business although we were there on vacation.",ambience,ambiance
"The portion sizes here are huge, and the sushi is good.",sushi,positive,"the portion sizes here are huge, and the sushi is good.",sushi,food
My boyfriend ate tuna and it was cooked perfectly!,tuna,positive,my boyfriend ate tuna and it was cooked perfectly!,tuna,food
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",menu,neutral,"this wasn't the expected menu comprised only of pad thai and tom yum soup, but i thought that was what made the place so special.",menu,food
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",tom yum soup,neutral,"this wasn't the expected menu comprised only of pad thai and tom yum soup, but i thought that was what made the place so special.",tom yum soup,food
"Good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,positive,"good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,food
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,positive,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service.,service,service
I have eaten there 3-4 times and the food was always good.,food,positive,i have eaten there 3-4 times and the food was always good.,food,food
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",wait,negative,"i wasn't thrilled to have to wait on line for thirty minutes, but i guess that's the price you pay for a popular place.",wait,service
"great eats, good times.",eats,positive,"great eats, good times.",eats,food
"Grilled whole fish wonderful, great spicing.",fish,positive,"grilled whole fish wonderful, great spicing.",fish,food
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees,negative,"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees,food
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",summer rolls,positive,"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",summer rolls,food
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",owner,positive,"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",owner,service
The service was great as well.,service,positive,the service was great as well.,service,service
Try the lobster teriyaki and the rose special roll.,lobster teriyaki,positive,try the lobster teriyaki and the rose special roll.,lobster teriyaki,food
Try the lobster teriyaki and the rose special roll.,rose special roll,positive,try the lobster teriyaki and the rose special roll.,rose special roll,food
Another plus is most of the entrees are approx.,entrees,positive,another plus is most of the entrees are approx.,entrees,food
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",food,positive,"the food was delicious, the atmosphere was relaxed, and we have now adopted plate 347 as our secret on second!",food,food
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",atmosphere,positive,"the food was delicious, the atmosphere was relaxed, and we have now adopted plate 347 as our secret on second!",atmosphere,ambiance
From the moment we walked in they were more than accomodating even though the place was packed.,place,negative,from the moment we walked in they were more than accomodating even though the place was packed.,place,ambiance
"I found the food, service and value exceptional everytime I have been there.",food,positive,"i found the food, service and value exceptional everytime i have been there.",food,food
"I found the food, service and value exceptional everytime I have been there.",service,positive,"i found the food, service and value exceptional everytime i have been there.",service,service
"I found the food, service and value exceptional everytime I have been there.",value,positive,"i found the food, service and value exceptional everytime i have been there.",value,price
We ate at this Thai place following the reviews but very unhappy with the foods.,foods,negative,we ate at this thai place following the reviews but very unhappy with the foods.,foods,food
"The food is definitely good, but I left a bit disappointed.",food,positive,"the food is definitely good, but i left a bit disappointed.",food,food
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of wine,neutral,"i am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and i was still hungry after my visit to this place!",glass of wine,food
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of beer,neutral,"i am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and i was still hungry after my visit to this place!",glass of beer,food
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",dinner,neutral,"i am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and i was still hungry after my visit to this place!",dinner,food
"The drinks are a saving grace, but service staff, please, get over yourselves.",drinks,positive,"the drinks are a saving grace, but service staff, please, get over yourselves.",drinks,food
"The drinks are a saving grace, but service staff, please, get over yourselves.",service staff,negative,"the drinks are a saving grace, but service staff, please, get over yourselves.",service staff,service
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,negative,there is a downside if you're ordering in -- the delivery guys have major attitude.,delivery guys,price
The all-Italian staff is warm and engaging from the start.,staff,positive,the all-italian staff is warm and engaging from the start.,staff,service
The prices are exceptionally reasonable for food of this caliber.,prices,positive,the prices are exceptionally reasonable for food of this caliber.,prices,price
The prices are exceptionally reasonable for food of this caliber.,food,positive,the prices are exceptionally reasonable for food of this caliber.,food,food
If you go here - your focus should be the Tamarind Margaritas.,Tamarind Margaritas,positive,if you go here - your focus should be the tamarind margaritas.,tamarind margaritas,food
The filet mignon dish was superb!,filet mignon dish,positive,the filet mignon dish was superb!,filet mignon dish,food
I had been a regular due to the consistently good food and ease of getting a table.,food,positive,i had been a regular due to the consistently good food and ease of getting a table.,food,food
I had been a regular due to the consistently good food and ease of getting a table.,getting a table,positive,i had been a regular due to the consistently good food and ease of getting a table.,getting a table,ambiance
This place is the most Japanese it can ever get.,place,positive,this place is the most japanese it can ever get.,place,ambiance
"The food is good, I can't lie.",food,positive,"the food is good, i can't lie.",food,food
"great food, lt's of it, more then one person can eat!",food,positive,"great food, lt's of it, more then one person can eat!",food,food
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",pastrami on challah sandwich,positive,"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.",pastrami on challah sandwich,food
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",soups,positive,"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.",soups,food
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,neutral,"the atmosphere is nothing special, but it feels like a sushi establishment in tokyo.",atmosphere,ambiance
Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,positive,cozy romantic atomosphere with only around 15 tables at most.,atomosphere,service
Cozy romantic atomosphere with only around 15 tables at most.,tables,positive,cozy romantic atomosphere with only around 15 tables at most.,tables,ambiance
This place is worth going even if only for their beer.,beer,positive,this place is worth going even if only for their beer.,beer,food
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops,positive,i really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops,food
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,mahi mahi (on saffron risotto,positive,i really like both the scallops and the mahi mahi (on saffron risotto-yum!).,mahi mahi (on saffron risotto,food
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,positive,"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,ambiance
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",prices,positive,"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",prices,price
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,positive,"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,food
"Do not get the Go Go Hamburgers, no matter what the reviews say.",Go Go Hamburgers,negative,"do not get the go go hamburgers, no matter what the reviews say.",go go hamburgers,food
The sandwhiches are out-of-this world!,sandwhiches,positive,the sandwhiches are out-of-this world!,sandwhiches,food
"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",Thia food,positive,"if you live in upper manhattan, siam square is the place for thia food.",thia food,food
The food was very well prepared.,food,positive,the food was very well prepared.,food,food
Really tasty spring rolls and noodles for a good price though.,noodles,positive,really tasty spring rolls and noodles for a good price though.,noodles,food
Really tasty spring rolls and noodles for a good price though.,price,positive,really tasty spring rolls and noodles for a good price though.,price,price
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dim sum,negative,"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dim sum,price
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",food,positive,"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",food,food
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",portions,negative,"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",portions,overall
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dishes,neutral,"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dishes,food
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dish,neutral,"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dish,food
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,negative,"while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,food
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",bars,negative,"while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.",bars,food
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,positive,"while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,food
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",stuff,positive,"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candlevery nice touch, and attentive staff.",stuff,ambiance
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",waiter,positive,"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candlevery nice touch, and attentive staff.",waiter,service
