text,aspect,polarity,text_clean,aspect_clean
"Just straight up cheap, good food.",food,positive,"just straight up cheap, good food.",food
Seating is ok even though sometimes there's alot of people.,Seating,neutral,seating is ok even though sometimes there's alot of people.,seating
"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",cost,negative,"even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",cost
"Service was slow, but the people were friendly.",Service,negative,"service was slow, but the people were friendly.",service
"Service was slow, but the people were friendly.",people,positive,"service was slow, but the people were friendly.",people
The steak was very fatty and the sauce was overpowering and not very tasty.,steak,negative,the steak was very fatty and the sauce was overpowering and not very tasty.,steak
The steak was very fatty and the sauce was overpowering and not very tasty.,sauce,negative,the steak was very fatty and the sauce was overpowering and not very tasty.,sauce
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",staff,positive,"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",staff
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",food,positive,"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",food
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",atmosphere,positive,"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",atmosphere
The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,steak dish,negative,the food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,steak dish
They have a very diverse menu so its something for everybody.,menu,positive,they have a very diverse menu so its something for everybody.,menu
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,staff,negative,the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,staff
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,sushi,neutral,the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,sushi
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,check,neutral,the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,check
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,dinner,neutral,the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,dinner
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,bar,neutral,the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,bar
"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",food spot,positive,"as a long-time patron of mamoun's, i always figured that i had found the best late night food spot in the city.",food spot
The bagel was huge.,bagel,neutral,the bagel was huge.,bagel
Get the tuna of gari.,tuna,positive,get the tuna of gari.,tuna
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas,positive,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chai,positive,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chai
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chole,positive,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chole
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhosas,negative,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhosas
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,negative,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal
Edible but really a ripoff at those prices given whats in the area.,prices,negative,edible but really a ripoff at those prices given whats in the area.,prices
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",bathroom,negative,"the staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",bathroom
The service was the only thing good about this restaurant.,service,positive,the service was the only thing good about this restaurant.,service
Service- friendly and attentive.,Service,positive,service- friendly and attentive.,service
"Great food, great decor, great service.",food,positive,"great food, great decor, great service.",food
"Great food, great decor, great service.",decor,positive,"great food, great decor, great service.",decor
"Great food, great decor, great service.",service,positive,"great food, great decor, great service.",service
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",tables,neutral,"and, atlhough tables opened up next to us and we asked for a slightly larger space, they left us awkardly seated.",tables
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",space,neutral,"and, atlhough tables opened up next to us and we asked for a slightly larger space, they left us awkardly seated.",space
"The palak paneer was standard, and I was not a fan of the malai kofta.",palak paneer,neutral,"the palak paneer was standard, and i was not a fan of the malai kofta.",palak paneer
"The palak paneer was standard, and I was not a fan of the malai kofta.",malai kofta,neutral,"the palak paneer was standard, and i was not a fan of the malai kofta.",malai kofta
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,dining,positive,i've dined at alain ducasse's restaurant in monte carlo for half the price for the same excellent dining experience.,dining
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,price,positive,i've dined at alain ducasse's restaurant in monte carlo for half the price for the same excellent dining experience.,price
"Yeah, sometimes the service can be slow.",service,negative,"yeah, sometimes the service can be slow.",service
There was no ambiance.,ambiance,negative,there was no ambiance.,ambiance
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",food,positive,"save your money and don't waste your calories, go to margharita's on washington street instead, they have amazing food and the best service.",food
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",service,positive,"save your money and don't waste your calories, go to margharita's on washington street instead, they have amazing food and the best service.",service
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,positive,the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,positive,the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,spring rolls,positive,the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,spring rolls
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura,positive,the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura
"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",bottle,neutral,"the only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price x4, which makes no sense whatsoever.",bottle
"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",waitress,negative,"the only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price x4, which makes no sense whatsoever.",waitress
"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",price,negative,"the only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price x4, which makes no sense whatsoever.",price
"They sell special sushi, everything have a topping, sauce and etc.",sushi,positive,"they sell special sushi, everything have a topping, sauce and etc.",sushi
"They sell special sushi, everything have a topping, sauce and etc.",sauce,positive,"they sell special sushi, everything have a topping, sauce and etc.",sauce
"They sell special sushi, everything have a topping, sauce and etc.",topping,positive,"they sell special sushi, everything have a topping, sauce and etc.",topping
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,negative,do not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,positive,"the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,negative,"the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place
The service was excellent and the food was delicious.,service,positive,the service was excellent and the food was delicious.,service
The service was excellent and the food was delicious.,food,positive,the service was excellent and the food was delicious.,food
Service was also very good.,Service,positive,service was also very good.,service
"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",meal,positive,"i took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",meal
"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",portions,negative,"i would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",portions
"I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",qualities,negative,"i would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",qualities
I'm happy to have Nosh in the neighborhood and the food is very comforting.,food,positive,i'm happy to have nosh in the neighborhood and the food is very comforting.,food
"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",atmosphere,positive,"good atmosphere, combination of all the hottest music dress code is relatively strict except on fridays.",atmosphere
"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",music,positive,"good atmosphere, combination of all the hottest music dress code is relatively strict except on fridays.",music
"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",dress cod,negative,"good atmosphere, combination of all the hottest music dress code is relatively strict except on fridays.",dress cod
love the food.,food,positive,love the food.,food
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,candles,positive,i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,candles
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,dinner,positive,i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,dinner
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,surrounding,positive,i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,surrounding
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,pictures,positive,i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,pictures
All the desserts the group tried got favorable reviews.,desserts,positive,all the desserts the group tried got favorable reviews.,desserts
There's something smooth about sipping sake upper east side style.,sake,positive,there's something smooth about sipping sake upper east side style.,sake
It's a nice place to relax and have conversation.,place,positive,it's a nice place to relax and have conversation.,place
Best Reuben sandwich ever!,Reuben sandwich,positive,best reuben sandwich ever!,reuben sandwich
Lucky Strike is a great casual place to just grab a bite to eat.,place,positive,lucky strike is a great casual place to just grab a bite to eat.,place
Wonderful strawberry daiquiries as well!,strawberry daiquiries,positive,wonderful strawberry daiquiries as well!,strawberry daiquiries
"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",dinner,neutral,"going to volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great italian cook.",dinner
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",sushi,negative,"the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",sushi
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",wait service,negative,"the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",wait service
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",area,negative,"the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",area
Frites were delicious if a bit on the thick side.,Frites,positive,frites were delicious if a bit on the thick side.,frites
Here you get the zen feel without feeling rigid.,zen feel,positive,here you get the zen feel without feeling rigid.,zen feel
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink,neutral,i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,bar,neutral,i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,bar
I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,wait time,negative,i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,wait time
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,positive,i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,table,neutral,i keep my fingers crossed the whole subway ride hoping that there will be a table i can sit at by myself and not have to share with the rice congee soup people.,table
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,rice congee soup,neutral,i keep my fingers crossed the whole subway ride hoping that there will be a table i can sit at by myself and not have to share with the rice congee soup people.,rice congee soup
"Overall, the best bagel in town.",bagel,positive,"overall, the best bagel in town.",bagel
"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",summer rolls,positive,"light, refreshing summer rolls (not fried) remind me of vietnamese places in paris.",summer rolls
The sushi seemed pretty fresh and was adequately proportioned.,sushi,positive,the sushi seemed pretty fresh and was adequately proportioned.,sushi
but the service was a bit slow.,service,negative,but the service was a bit slow.,service
Spreads and toppings are great - though a bit pricey.,Spreads,positive,spreads and toppings are great - though a bit pricey.,spreads
Spreads and toppings are great - though a bit pricey.,toppings,positive,spreads and toppings are great - though a bit pricey.,toppings
"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!",pizza,positive,"when i saw that their website had a link to da ciro in napoli, i knew there was going to be good pizza!",pizza
No one asked what was wrong as we left with nothing touched on our plates.,plates,neutral,no one asked what was wrong as we left with nothing touched on our plates.,plates
Indoor was very cozy and cute.,Indoor,positive,indoor was very cozy and cute.,indoor
We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,brunch,positive,we had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,brunch
We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,mimosas,positive,we had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,mimosas
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food,negative,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service,negative,and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service
"The service was excellent, the food was excellent, but the entire experience was very cool.",service,positive,"the service was excellent, the food was excellent, but the entire experience was very cool.",service
"The service was excellent, the food was excellent, but the entire experience was very cool.",food,positive,"the service was excellent, the food was excellent, but the entire experience was very cool.",food
The service is good and the resturant is clean.,service,positive,the service is good and the resturant is clean.,service
"Great spot, whether looking for a couple of drinks or quiet dinner.",drinks,positive,"great spot, whether looking for a couple of drinks or quiet dinner.",drinks
"Great spot, whether looking for a couple of drinks or quiet dinner.",dinner,positive,"great spot, whether looking for a couple of drinks or quiet dinner.",dinner
"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,positive,"great spot, whether looking for a couple of drinks or quiet dinner.",spot
Just stick with the small dishes!,dishes,negative,just stick with the small dishes!,dishes
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",cafe,positive,"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",cafe
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",outdoor chairs,positive,"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",outdoor chairs
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",tables,positive,"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",tables
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",service,negative,"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",service
I've rarely had a problem with slow staff in the 10 years I've been going.,staff,positive,i've rarely had a problem with slow staff in the 10 years i've been going.,staff
Food is excellent.,Food,positive,food is excellent.,food
Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,positive,although we were looking for regular lettuce and some walnuts the salads we got were great.,salads
Although we were looking for regular lettuce and some walnuts the salads we got were great.,lettuce,neutral,although we were looking for regular lettuce and some walnuts the salads we got were great.,lettuce
Although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts,neutral,although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts
Excellent lunch buffet for only $6.95.,lunch buffet,positive,excellent lunch buffet for only $6.95.,lunch buffet
"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",cuisine,negative,"if you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",cuisine
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",priced,positive,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",priced
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",dinner,positive,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",dinner
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",lunch,positive,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",lunch
"Ambience is so cute and quaint, good for business although we were there on vacation.",Ambience,positive,"ambience is so cute and quaint, good for business although we were there on vacation.",ambience
"The portion sizes here are huge, and the sushi is good.",portion sizes,positive,"the portion sizes here are huge, and the sushi is good.",portion sizes
"The portion sizes here are huge, and the sushi is good.",sushi,positive,"the portion sizes here are huge, and the sushi is good.",sushi
My boyfriend ate tuna and it was cooked perfectly!,tuna,positive,my boyfriend ate tuna and it was cooked perfectly!,tuna
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",menu,neutral,"this wasn't the expected menu comprised only of pad thai and tom yum soup, but i thought that was what made the place so special.",menu
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",pad thai,neutral,"this wasn't the expected menu comprised only of pad thai and tom yum soup, but i thought that was what made the place so special.",pad thai
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.",tom yum soup,neutral,"this wasn't the expected menu comprised only of pad thai and tom yum soup, but i thought that was what made the place so special.",tom yum soup
"Good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,positive,"good food at the restaurant (a bit expensive, but great if you want to impress your date).",food
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,positive,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service.,caviar
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,positive,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service.,service
I have eaten there 3-4 times and the food was always good.,food,positive,i have eaten there 3-4 times and the food was always good.,food
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",wait,negative,"i wasn't thrilled to have to wait on line for thirty minutes, but i guess that's the price you pay for a popular place.",wait
"great eats, good times.",eats,positive,"great eats, good times.",eats
"Grilled whole fish wonderful, great spicing.",fish,positive,"grilled whole fish wonderful, great spicing.",fish
"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",Neapolitan fare,positive,"for years, i thought tuscan cuisine was the best, but salvatore converted me to the hearty neapolitan fare on my first visit.",neapolitan fare
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees,negative,"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",summer rolls,positive,"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",summer rolls
"Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!",owner,positive,"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",owner
The service was great as well.,service,positive,the service was great as well.,service
Try the lobster teriyaki and the rose special roll.,lobster teriyaki,positive,try the lobster teriyaki and the rose special roll.,lobster teriyaki
Try the lobster teriyaki and the rose special roll.,rose special roll,positive,try the lobster teriyaki and the rose special roll.,rose special roll
Another plus is most of the entrees are approx.,entrees,positive,another plus is most of the entrees are approx.,entrees
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",food,positive,"the food was delicious, the atmosphere was relaxed, and we have now adopted plate 347 as our secret on second!",food
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",atmosphere,positive,"the food was delicious, the atmosphere was relaxed, and we have now adopted plate 347 as our secret on second!",atmosphere
From the moment we walked in they were more than accomodating even though the place was packed.,place,negative,from the moment we walked in they were more than accomodating even though the place was packed.,place
"I found the food, service and value exceptional everytime I have been there.",food,positive,"i found the food, service and value exceptional everytime i have been there.",food
"I found the food, service and value exceptional everytime I have been there.",service,positive,"i found the food, service and value exceptional everytime i have been there.",service
"I found the food, service and value exceptional everytime I have been there.",value,positive,"i found the food, service and value exceptional everytime i have been there.",value
We ate at this Thai place following the reviews but very unhappy with the foods.,foods,negative,we ate at this thai place following the reviews but very unhappy with the foods.,foods
"The food is definitely good, but I left a bit disappointed.",food,positive,"the food is definitely good, but i left a bit disappointed.",food
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of wine,neutral,"i am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and i was still hungry after my visit to this place!",glass of wine
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of beer,neutral,"i am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and i was still hungry after my visit to this place!",glass of beer
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",dinner,neutral,"i am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and i was still hungry after my visit to this place!",dinner
"The drinks are a saving grace, but service staff, please, get over yourselves.",drinks,positive,"the drinks are a saving grace, but service staff, please, get over yourselves.",drinks
"The drinks are a saving grace, but service staff, please, get over yourselves.",service staff,negative,"the drinks are a saving grace, but service staff, please, get over yourselves.",service staff
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,delivery guys,negative,there is a downside if you're ordering in -- the delivery guys have major attitude.,delivery guys
The all-Italian staff is warm and engaging from the start.,staff,positive,the all-italian staff is warm and engaging from the start.,staff
The prices are exceptionally reasonable for food of this caliber.,prices,positive,the prices are exceptionally reasonable for food of this caliber.,prices
The prices are exceptionally reasonable for food of this caliber.,food,positive,the prices are exceptionally reasonable for food of this caliber.,food
If you go here - your focus should be the Tamarind Margaritas.,Tamarind Margaritas,positive,if you go here - your focus should be the tamarind margaritas.,tamarind margaritas
The filet mignon dish was superb!,filet mignon dish,positive,the filet mignon dish was superb!,filet mignon dish
I had been a regular due to the consistently good food and ease of getting a table.,food,positive,i had been a regular due to the consistently good food and ease of getting a table.,food
I had been a regular due to the consistently good food and ease of getting a table.,getting a table,positive,i had been a regular due to the consistently good food and ease of getting a table.,getting a table
This place is the most Japanese it can ever get.,place,positive,this place is the most japanese it can ever get.,place
"The food is good, I can't lie.",food,positive,"the food is good, i can't lie.",food
"great food, lt's of it, more then one person can eat!",food,positive,"great food, lt's of it, more then one person can eat!",food
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",pastrami on challah sandwich,positive,"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.",pastrami on challah sandwich
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",soups,positive,"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.",soups
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",knishes,positive,"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.",knishes
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,neutral,"the atmosphere is nothing special, but it feels like a sushi establishment in tokyo.",atmosphere
Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,positive,cozy romantic atomosphere with only around 15 tables at most.,atomosphere
Cozy romantic atomosphere with only around 15 tables at most.,tables,positive,cozy romantic atomosphere with only around 15 tables at most.,tables
This place is worth going even if only for their beer.,beer,positive,this place is worth going even if only for their beer.,beer
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops,positive,i really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,mahi mahi (on saffron risotto,positive,i really like both the scallops and the mahi mahi (on saffron risotto-yum!).,mahi mahi (on saffron risotto
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,positive,"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",prices,positive,"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",prices
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,positive,"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food
"Do not get the Go Go Hamburgers, no matter what the reviews say.",Go Go Hamburgers,negative,"do not get the go go hamburgers, no matter what the reviews say.",go go hamburgers
The sandwhiches are out-of-this world!,sandwhiches,positive,the sandwhiches are out-of-this world!,sandwhiches
"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",Thia food,positive,"if you live in upper manhattan, siam square is the place for thia food.",thia food
Decor is charming.,Decor,positive,decor is charming.,decor
The food was very well prepared.,food,positive,the food was very well prepared.,food
Really tasty spring rolls and noodles for a good price though.,spring rolls,positive,really tasty spring rolls and noodles for a good price though.,spring rolls
Really tasty spring rolls and noodles for a good price though.,noodles,positive,really tasty spring rolls and noodles for a good price though.,noodles
Really tasty spring rolls and noodles for a good price though.,price,positive,really tasty spring rolls and noodles for a good price though.,price
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dim sum,negative,"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dim sum
